"BenchmarkName","Method","BaselineVersion","NewVersion","BaselineTime","NewTime","TimeChangePercent","TimeIndicator","BaselineMemory","NewMemory","MemoryChangePercent","MemoryIndicator"
"EnumerateCollection","EnumerateImmutableArray","8.0.15","10.0.0","212.2 ns","129.95 ns","-38.76060320452404","✓","56 B","32 B","-42.857142857142854","✓"
"EnumerateCollection","EnumerateReadOnlyList","8.0.15","10.0.0","363.3 ns","266.19 ns","-26.729975227085056","✓","40 B","40 B",,""
"EnumerateCollection","EnumerateArraySegment","8.0.15","10.0.0","229.1 ns","152.92 ns","-33.25185508511567","✓","72 B","40 B","-44.44444444444444","✓"
"EnumerateCollection","EnumerateLinkedList","8.0.15","10.0.0","525.9 ns","258.43 ns","-50.85947898840083","✓","48 B","-",,""
"EnumerateDictionary","EnumerateDictionaryKeys","8.0.14","10.0.0","1,356.9 ns","984.1 ns","-27.474390154027567","✓","-","-",,""
"EnumerateDictionary","EnumerateDictionaryKeyValuePairs","8.0.14","10.0.0","1,536.6 ns","974.7 ns","-36.56774697383834","✓","-","-",,""
"EnumerateDictionary","EnumerateDictionaryKeysCachedInArray","8.0.14","10.0.0","635.8 ns","414.2 ns","-34.8537275872916","✓","-","-",,""
"EnumGetValues","EnumGetValuesTypeof","8.0.3","10.0.0","173.59 ns","83.70 ns","-51.7829368051155","✓","64 B","64 B",,""
"EnumGetValues","EnumGetValuesGeneric","8.0.3","10.0.0","66.74 ns","23.27 ns","-65.13335331135751","✓","64 B","64 B",,""
"EnumLookup","LookupUsingHashSet","8.0.1","10.0.0","3.726 μs","1,347.9 ns","-63.8244766505636","✓",,,,""
"EnumLookup","LookupUsingBitArrayWithUnsafeAs","8.0.1","10.0.0","1.554 μs","1,689.8 ns","8.738738738738736","✗",,,,""
"EnumLookup","LookupUsingBitArrayWithCast","8.0.1","10.0.0","1.095 μs","951.2 ns","-13.132420091324196","✓",,,,""
"EnumLookup","LookupUsingBitArrayWithConvertToInt32","8.0.1","10.0.0","24.714 μs","30,803.4 ns","24.639475600874007","✗",,,,""
"EnumSizes","EnumsUsingInt32","8.0.1","10.0.0","87.32 μs","91.07 μs","4.29454878607421","≈","128.62 KB","128.62 KB",,""
"EnumSizes","EnumsUsingInt64","8.0.1","10.0.0","149.03 μs","156.70 μs","5.146614775548547","✗","256.62 KB","256.62 KB",,""
"EnumSizes","EnumsUsingByte","8.0.1","10.0.0","72.60 μs","84.68 μs","16.639118457300274","✗","32.63 KB","32.63 KB",,""
"EnumToString","EnumToString","8.0.3","10.0.0","281.236 μs","402.309 μs","43.05032072707619","✗","1200053 B","1200040 B","-0.00108328548822427","≈"
"EnumToString","Nameof","8.0.3","10.0.0","2.324 μs","3.129 μs","34.63855421686747","✗","-","-",,""
"EnumToString","CustomGetStringUsingSwitch","8.0.3","10.0.0","53.386 μs","85.646 μs","60.42782752032368","✗","240011 B","240010 B","-0.00041664757031969373","≈"
"EnumToString","EnumVariableToString","8.0.3","10.0.0","293.633 μs","452.103 μs","53.96872967275477","✗","1200053 B","1200040 B","-0.00108328548822427","≈"
"EnumToString","EnumVariableDictionaryLookup","8.0.3","10.0.0","120.352 μs","133.108 μs","10.598909864397767","✗","-","-",,""
"EnumToString","EnumVariableArrayLookup","8.0.3","10.0.0","11.312 μs","18.278 μs","61.580622347949074","✗","-","-",,""
"EnumToStringLargeEnum","HttpStatusCodeToStringRegularToString","8.0.14","10.0.0","2,008.2 ns","1,590.84 ns","-20.782790558709298","✓","1610 B","1608 B","-0.12422360248447205","≈"
"EnumToStringLargeEnum","HttpStatusCodeToStringSwitchExpression","8.0.14","10.0.0","236.2 ns","398.46 ns","68.69602032176122","✗","-","-",,""
"EnumToStringLargeEnum","HttpStatusCodeToStringFrozenDictionaryLookup","8.0.14","10.0.0","294.0 ns","121.63 ns","-58.62925170068027","✓","-","-",,""
"EnumToStringLargeEnum","HttpStatusCodeToStringSparseArrayLookup","8.0.14","10.0.0","116.0 ns","77.39 ns","-33.28448275862069","✓","-","-",,""
"EqualsVsReferenceEquals","Equals","8.0.14","10.0.0","33.41 ns","14.82 ns","-55.642023346303496","✓","32 B","32 B",,""
"EqualsVsReferenceEquals","ReferenceEquals","8.0.14","10.0.0","31.01 ns","13.20 ns","-57.43308610125767","✓","32 B","32 B",,""
"FileStreamVsRandomAccess","HashFileLocationsUsingFileStreamCrc32","8.0.1","10.0.0","159.60 ms","160.32 ms","0.4511278195488722","≈",,,,""
"FileStreamVsRandomAccess","HashFileLocationsUsingRandomAccessCrc32","8.0.1","10.0.0","162.54 ms","162.82 ms","0.17226528854435832","≈",,,,""
"FileStreamVsRandomAccess","HashFileLocationsUsingFileStreamMurmurHash","8.0.1","10.0.0","25.96 ms","27.64 ms","6.471494607087827","✗",,,,""
"FileStreamVsRandomAccess","HashFileLocationsUsingRandomAccessMurmurHash","8.0.1","10.0.0","27.74 ms","29.98 ms","8.074981975486661","✗",,,,""
"FileStreamVsRandomAccess","HashFileLocationsUsingFileStreamJenkinsHash","8.0.1","10.0.0","100.76 ms","101.70 ms","0.9329098848749504","≈",,,,""
"FileStreamVsRandomAccess","HashFileLocationsUsingRandomAccessJenkinsHash","8.0.1","10.0.0","103.13 ms","104.46 ms","1.28963444196645","≈",,,,""
"FileStreamVsRandomAccess","HashFileLocationsUsingFileStreamCrc32","8.0.1","10.0.0","160.79 ms","161.48 ms","0.42913116487343744","≈",,,,""
"FileStreamVsRandomAccess","HashFileLocationsUsingRandomAccessCrc32","8.0.1","10.0.0","162.75 ms","163.24 ms","0.3010752688172043","≈",,,,""
"FileStreamVsRandomAccess","HashFileLocationsUsingFileStreamMurmurHash","8.0.1","10.0.0","27.18 ms","28.62 ms","5.298013245033113","✗",,,,""
"FileStreamVsRandomAccess","HashFileLocationsUsingRandomAccessMurmurHash","8.0.1","10.0.0","29.44 ms","30.29 ms","2.8872282608695654","≈",,,,""
"FileStreamVsRandomAccess","HashFileLocationsUsingFileStreamJenkinsHash","8.0.1","10.0.0","102.19 ms","102.50 ms","0.3033564928075154","≈",,,,""
"FileStreamVsRandomAccess","HashFileLocationsUsingRandomAccessJenkinsHash","8.0.1","10.0.0","104.12 ms","104.26 ms","0.13446023818670766","≈",,,,""
"FileSystemTraversal","TraverseRecursive","8.0.1","10.0.0","9.938 ms","9.485 ms","-4.55826121956128","≈",,,,""
"FileSystemTraversal","TraverseWithStack","8.0.1","10.0.0","9.627 ms","10.710 ms","11.249610470551573","✗",,,,""
"FileSystemTraversal","TraverseWithGetFileSystemEntries","8.0.1","10.0.0","5.493 ms","5.846 ms","6.426360822865465","✗",,,,""
"FileSystemTraversal","TraverseWithEnumerateFileSystemEntries","8.0.1","10.0.0","5.123 ms","5.581 ms","8.940074175287917","✗",,,,""
"FileSystemTraversal","TraverseWithEnumerateFileSystemEntriesParallelLinq","8.0.1","10.0.0","5.174 ms","5.568 ms","7.614998067259374","✗",,,,""
"FilterDictionaryEntries","FilterUsingConvolutedLinq","8.0.11","10.0.0","109.940 μs","29,651.7 ns","-73.02919774422413","✓","55992 B","28352 B","-49.36419488498357","✓"
"FilterDictionaryEntries","FilterUsingCleanedUpPatternMatching","8.0.11","10.0.0","1.036 μs","727.2 ns","-29.806949806949802","✓","792 B","352 B","-55.55555555555556","✓"
"FilterDictionaryEntries","FilterUsingConvolutedLinq","8.0.11","10.0.0","1,066,174.820 μs","263,251,400.0 ns","-75.30879598150705","✓","332375056 B","110021784 B","-66.89830298215881","✓"
"FilterDictionaryEntries","FilterUsingCleanedUpPatternMatching","8.0.11","10.0.0","103.787 μs","86,644.7 ns","-16.516808463487724","✓","54992 B","21784 B","-60.38696537678207","✓"
"FilterDictionaryEntries2","FilterUsingContainsKey","8.0.11","10.0.0","1.687 μs","970.3 ns","-42.48369887374037","✓","1.95 KB","960 B","-51.92307692307693","✓"
"FilterDictionaryEntries2","FilterUsingSelectToListContains","8.0.11","10.0.0","144.448 μs","30,292.3 ns","-79.02892390341161","✓","128.51 KB","52160 B","-60.363006769901176","✓"
"FilterDictionaryEntries2","FilterUsingHashSet","8.0.11","10.0.0","2.613 μs","1,829.9 ns","-29.96938384998086","✓","3.8 KB","2856 B","-26.603618421052627","✓"
"FilterDictionaryEntries2","FilterUsingContainsKey","8.0.11","10.0.0","134.427 μs","82,156.8 ns","-38.8837063982682","✓","157.03 KB","80160 B","-50.14885690632364","✓"
"FilterDictionaryEntries2","FilterUsingSelectToListContains","8.0.11","10.0.0","1,238,609.050 μs","193,484,586.7 ns","-84.37888156073137","✓","1284454.3 KB","401200160 B","-69.49700497324038","✓"
"FilterDictionaryEntries2","FilterUsingHashSet","8.0.11","10.0.0","346.743 μs","276,322.3 ns","-20.309191533787274","✓","315.08 KB","242018 B","-24.988668552431125","✓"
"FlipSign","FlipSignUsingMultiplyByMinusOne","8.0.1","10.0.0","62.53 μs","63.24 μs","1.1354549816088277","≈","-","-",,""
"FlipSign","FlipSignUsingPrefixDecrementAndBinaryNot","8.0.1","10.0.0","80.18 μs","63.44 μs","-20.87802444499875","✓","-","-",,""
"FlipSign","FlipSignUsingMinusOneAndBinaryNot","8.0.1","10.0.0","80.15 μs","63.87 μs","-20.311915159076733","✓","-","-",,""
"ForEachAsyncVsTaskWhenAll","ReadFilesAsyncWithTakWhenAll","8.0.1","10.0.0","593.2 μs","731.2 μs","23.263654753877276","✗","106.32 KB","106.32 KB",,""
"ForEachAsyncVsTaskWhenAll","ReadFilesAsyncWithTakWhenAllTebeco","8.0.1","10.0.0","588.0 μs","742.1 μs","26.207482993197278","✗","106.34 KB","106.34 KB",,""
"ForEachAsyncVsTaskWhenAll","ReadFilesAsyncWithParallelForEachAsync","8.0.1","10.0.0","276.0 μs","316.6 μs","14.71014492753623","✗","108.45 KB","108.41 KB","-0.03688335638543684","≈"
"ForEachAsyncVsTaskWhenAll","ReadFilesSyncWithParallelForEach","8.0.1","10.0.0","182.5 μs","231.1 μs","26.630136986301373","✗","104.17 KB","104.24 KB","0.06719784966880404","≈"
"ForEachAsyncVsTaskWhenAll","ReadFilesAsyncWithTakWhenAll","8.0.1","10.0.0","57,750.1 μs","72,605.8 μs","25.72411130024017","✗","10586.92 KB","10586.97 KB","0.000472280889997019","≈"
"ForEachAsyncVsTaskWhenAll","ReadFilesAsyncWithTakWhenAllTebeco","8.0.1","10.0.0","57,773.9 μs","72,520.8 μs","25.525193902436914","✗","10586.93 KB","10586.95 KB","0.00018891217756645748","≈"
"ForEachAsyncVsTaskWhenAll","ReadFilesAsyncWithParallelForEachAsync","8.0.1","10.0.0","13,904.3 μs","13,345.6 μs","-4.018181425889833","≈","10669.15 KB","10669.64 KB","0.004592680766507001","≈"
"ForEachAsyncVsTaskWhenAll","ReadFilesSyncWithParallelForEach","8.0.1","10.0.0","12,925.5 μs","8,584.9 μs","-33.5816796255464","✓","10105.77 KB","10101.93 KB","-0.03799809415809132","≈"
"ForEachVsAny","SearchUsingAny","8.0.2","10.0.0","253.45 μs","31.53 μs","-87.55967646478595","✓","40 B","-",,""
"ForEachVsAny","SearchUsingForEach","8.0.2","10.0.0","87.22 μs","62.67 μs","-28.147213941756476","✓","-","-",,""
"ForEachVsEnumerator","MaxUsingEnumeratorList","8.0.1","10.0.0","1,530.5 ns","656.9 ns","-57.079385821626914","✓","40 B","-",,""
"ForEachVsEnumerator","MaxUsingForEachList","8.0.1","10.0.0","655.8 ns","672.0 ns","2.4702653247941515","≈","-","-",,""
"ForEachVsEnumerator","MaxUsingForEachListSorted","8.0.1","10.0.0","758.9 ns","631.4 ns","-16.80063249439979","✓","-","-",,""
"ForEachVsEnumerator","MaxUsingForLoopList","8.0.1","10.0.0","668.8 ns","912.6 ns","36.453349282296664","✗","-","-",,""
"ForEachVsEnumerator","MaxUsingForLoopListSorted","8.0.1","10.0.0","632.0 ns","636.7 ns","0.7436708860759565","≈","-","-",,""
"ForEachVsEnumerator","MaxUsingEnumeratorArray","8.0.1","10.0.0","33,068.8 ns","6,602.2 ns","-80.0349574221018","✓","24032 B","24000 B","-0.13315579227696406","≈"
"ForEachVsEnumerator","MaxUsingForEachArray","8.0.1","10.0.0","344.1 ns","330.5 ns","-3.95233943621041","≈","-","-",,""
"ForEachVsEnumerator","MaxUsingForEachArrayLocalVariable","8.0.1","10.0.0","348.4 ns","342.8 ns","-1.6073478760045827","≈","-","-",,""
"ForEachVsEnumerator","MaxUsingForEachArraySorted","8.0.1","10.0.0","319.0 ns","593.7 ns","86.11285266457682","✗","-","-",,""
"ForEachVsEnumerator","MaxUsingForLoopArray","8.0.1","10.0.0","661.3 ns","651.4 ns","-1.4970512626644454","≈","-","-",,""
"ForEachVsEnumerator","MaxUsingForLoopArrayLocalVariable","8.0.1","10.0.0","365.4 ns","372.5 ns","1.9430760810071217","≈","-","-",,""
"ForEachVsEnumerator","MaxUsingForLoopArraySorted","8.0.1","10.0.0","627.7 ns","632.8 ns","0.8124900430141642","≈","-","-",,""
"ForEachVsEnumerator","MaxUsingEnumeratorList64","8.0.1","10.0.0","1,550.6 ns","668.7 ns","-56.87475815813233","✓","40 B","-",,""
"ForEachVsEnumerator","MaxUsingForEachList64","8.0.1","10.0.0","678.7 ns","690.4 ns","1.723883895682913","≈","-","-",,""
"ForEachVsEnumerator","MaxUsingForLoopList64","8.0.1","10.0.0","652.7 ns","666.5 ns","2.1142944691282297","≈","-","-",,""
"ForEachVsEnumerator","MaxUsingEnumeratorArray64","8.0.1","10.0.0","33,696.4 ns","6,613.9 ns","-80.3720872259351","✓","24032 B","24000 B","-0.13315579227696406","≈"
"ForEachVsEnumerator","MaxUsingForEachArray64","8.0.1","10.0.0","369.6 ns","361.4 ns","-2.218614718614731","≈","-","-",,""
"ForEachVsEnumerator","MaxUsingForLoopArray64","8.0.1","10.0.0","687.7 ns","648.6 ns","-5.685618729096993","✓","-","-",,""
"ForEachVsEnumerator","MaxUsingEnumeratorList","8.0.1","10.0.0","149,655.8 ns","63,619.5 ns","-57.489452463586446","✓","40 B","-",,""
"ForEachVsEnumerator","MaxUsingForEachList","8.0.1","10.0.0","62,624.5 ns","62,794.7 ns","0.27177861699494144","≈","-","-",,""
"ForEachVsEnumerator","MaxUsingForEachListSorted","8.0.1","10.0.0","62,717.1 ns","62,818.6 ns","0.1618378400787026","≈","-","-",,""
"ForEachVsEnumerator","MaxUsingForLoopList","8.0.1","10.0.0","62,686.8 ns","62,904.8 ns","0.3477606130796276","≈","-","-",,""
"ForEachVsEnumerator","MaxUsingForLoopListSorted","8.0.1","10.0.0","63,347.0 ns","63,067.6 ns","-0.44106271804505576","≈","-","-",,""
"ForEachVsEnumerator","MaxUsingEnumeratorArray","8.0.1","10.0.0","3,292,812.6 ns","653,029.7 ns","-80.16802717530905","✓","2400034 B","2400000 B","-0.0014166465975065353","≈"
"ForEachVsEnumerator","MaxUsingForEachArray","8.0.1","10.0.0","31,426.1 ns","31,546.4 ns","0.3828028294952378","≈","-","-",,""
"ForEachVsEnumerator","MaxUsingForEachArrayLocalVariable","8.0.1","10.0.0","31,264.2 ns","31,599.5 ns","1.0724726684194679","≈","-","-",,""
"ForEachVsEnumerator","MaxUsingForEachArraySorted","8.0.1","10.0.0","31,284.0 ns","62,627.5 ns","100.19019306993991","✗","-","-",,""
"ForEachVsEnumerator","MaxUsingForLoopArray","8.0.1","10.0.0","62,279.6 ns","62,709.3 ns","0.6899530504370682","≈","-","-",,""
"ForEachVsEnumerator","MaxUsingForLoopArrayLocalVariable","8.0.1","10.0.0","31,397.4 ns","31,541.8 ns","0.4599106932421086","≈","-","-",,""
"ForEachVsEnumerator","MaxUsingForLoopArraySorted","8.0.1","10.0.0","62,152.2 ns","62,978.6 ns","1.3296391760870918","≈","-","-",,""
"ForEachVsEnumerator","MaxUsingEnumeratorList64","8.0.1","10.0.0","154,623.2 ns","64,939.7 ns","-58.00132192323015","✓","40 B","-",,""
"ForEachVsEnumerator","MaxUsingForEachList64","8.0.1","10.0.0","64,989.7 ns","63,290.3 ns","-2.614875895718851","≈","-","-",,""
"ForEachVsEnumerator","MaxUsingForLoopList64","8.0.1","10.0.0","63,223.9 ns","63,461.7 ns","0.3761235861754742","≈","-","-",,""
"ForEachVsEnumerator","MaxUsingEnumeratorArray64","8.0.1","10.0.0","3,251,488.0 ns","657,078.2 ns","-79.79146163233571","✓","2400034 B","2400000 B","-0.0014166465975065353","≈"
"ForEachVsEnumerator","MaxUsingForEachArray64","8.0.1","10.0.0","31,620.9 ns","31,904.0 ns","0.8952939353402292","≈","-","-",,""
"ForEachVsEnumerator","MaxUsingForLoopArray64","8.0.1","10.0.0","62,685.6 ns","63,205.0 ns","0.8285794504639047","≈","-","-",,""
"ForEachVsToListForEach","ForEach","8.0.1","10.0.0","4.077 μs","3.079 μs","-24.47878341918077","✓","72 B","72 B",,""
"ForEachVsToListForEach","ToListDotForEach","8.0.1","10.0.0","5.146 μs","2.135 μs","-58.51146521570152","✓","8512 B","3680 B","-56.766917293233085","✓"
"ForEachVsToListForEach","ForEach","8.0.1","10.0.0","5,616.679 μs","3,314.582 μs","-40.98680020702625","✓","75 B","72 B","-4","≈"
"ForEachVsToListForEach","ToListDotForEach","8.0.1","10.0.0","8,518.582 μs","3,893.985 μs","-54.28834282513216","✓","8389330 B","3599714 B","-57.091758221455116","✓"
"ForLoops","ClassicForLoop","8.0.6","10.0.0","68.68 ns","80.68 ns","17.472335468841","✗","-","-",,""
"ForLoops","ForLoopPrefixIncrementInsideConditionCheck","8.0.6","10.0.0","69.11 ns","84.81 ns","22.717407032267403","✗","-","-",,""
"ForLoops","LoopUsingGoto","8.0.6","10.0.0","79.13 ns","70.43 ns","-10.994565904208251","✓","-","-",,""
"ForLoops","LoopUsingEnumerableRange","8.0.6","10.0.0","265.66 ns","157.54 ns","-40.69863735601898","✓","40 B","40 B",,""
"ForLoops","LoopUsingRangeEnumerator","8.0.6","10.0.0","71.29 ns","70.54 ns","-1.052040959461355","≈","-","-",,""
"ForLoops","LoopUsingSkipAny","8.0.6","10.0.0","2,117.01 ns","800.76 ns","-62.17495429875155","✓","4848 B","4848 B",,""
"ForLoops","ClassicForLoop","8.0.6","10.0.0","621,601.79 ns","768,115.10 ns","23.570284442070207","✗","-","-",,""
"ForLoops","ForLoopPrefixIncrementInsideConditionCheck","8.0.6","10.0.0","634,262.15 ns","800,977.08 ns","26.284861866658748","✗","-","12 B",,""
"ForLoops","LoopUsingGoto","8.0.6","10.0.0","736,970.26 ns","643,781.28 ns","-12.64487660601121","✓","-","-",,""
"ForLoops","LoopUsingEnumerableRange","8.0.6","10.0.0","2,446,004.27 ns","1,403,283.80 ns","-42.62954414221035","✓","42 B","40 B","-4.761904761904762","≈"
"ForLoops","LoopUsingRangeEnumerator","8.0.6","10.0.0","661,470.06 ns","634,272.74 ns","-4.111647925531211","≈","-","-",,""
"ForLoops","LoopUsingSkipAny","8.0.6","10.0.0","21,023,507.14 ns","8,060,531.67 ns","-61.659433812240714","✓","48000060 B","48000048 B","-2.499996875003906E-05","≈"
"ForLoops2","ForLoopInteger","8.0.3","10.0.0","76.43 ns","81.65 ns","6.829778882637706","✗",,,,""
"ForLoops2","ForLoopFloat","8.0.3","10.0.0","151.25 ns","138.88 ns","-8.178512396694218","✓",,,,""
"ForLoops2","ForLoopDouble","8.0.3","10.0.0","149.09 ns","140.34 ns","-5.868938225233081","✓",,,,""
"ForLoops2","ForLoopDecimal","8.0.3","10.0.0","1,646.39 ns","1,751.44 ns","6.380626704486783","✗",,,,""
"ForLoops2","ForLoopInteger","8.0.3","10.0.0","682,353.39 ns","769,088.81 ns","12.71121698391504","✗",,,,""
"ForLoops2","ForLoopFloat","8.0.3","10.0.0","1,424,602.84 ns","1,548,514.90 ns","8.698007368846731","✗",,,,""
"ForLoops2","ForLoopDouble","8.0.3","10.0.0","1,395,758.67 ns","1,558,133.84 ns","11.633470276061416","✗",,,,""
"ForLoops2","ForLoopDecimal","8.0.3","10.0.0","17,467,489.88 ns","17,841,904.17 ns","2.1434922394241736","≈",,,,""
"GetCurrentAssembly","GetExecutingAssembly","8.0.1","10.0.0","572.528 ns","368.855 ns","-35.57432998910097","✓",,,,""
"GetCurrentAssembly","TypeofDotAssembly","8.0.1","10.0.0","7.463 ns","3.783 ns","-49.30992898298271","✓",,,,""
"GettingLastElement","LastElementViaArrayIndex","8.0.1","10.0.0","0.0511 ns","0.0275 ns","-46.1839530332681","✓",,,,""
"GettingLastElement","LastElementWithLinqLast","8.0.1","10.0.0","15.7992 ns","1.1739 ns","-92.56987695579522","✓",,,,""
"GettingLastElement","LastElementWithRangeIndex","8.0.1","10.0.0","0.0110 ns","0.0058 ns","-47.27272727272727","✓",,,,""
"GettingLastElement","LastElementViaArrayIndex","8.0.1","10.0.0","0.0622 ns","0.0309 ns","-50.32154340836013","✓",,,,""
"GettingLastElement","LastElementWithLinqLast","8.0.1","10.0.0","23.4072 ns","1.1641 ns","-95.02674390785741","✓",,,,""
"GettingLastElement","LastElementWithRangeIndex","8.0.1","10.0.0","0.0113 ns","0.0032 ns","-71.68141592920354","✓",,,,""
"GettingLastElement","LastElementViaArrayIndex","8.0.1","10.0.0","0.0551 ns","0.0368 ns","-33.21234119782215","✓",,,,""
"GettingLastElement","LastElementWithLinqLast","8.0.1","10.0.0","16.0102 ns","1.1663 ns","-92.7152690160023","✓",,,,""
"GettingLastElement","LastElementWithRangeIndex","8.0.1","10.0.0","0.0194 ns","0.0067 ns","-65.4639175257732","✓",,,,""
"GetTypeVsNameOf","NameViaNameOf","8.0.1","10.0.0","0.0004 ns","0.0000 ns",,"","-","-",,""
"GetTypeVsNameOf","NameViaGetType","8.0.1","10.0.0","7.4465 ns","2.5538 ns","-65.70469348015847","✓","-","-",,""
"GetTypeVsTypeof","UsingSwitchAndTypeOf","8.0.1","10.0.0","8.599 μs","9.569 μs","11.28038143970229","✗","-","-",,""
"GetTypeVsTypeof","UsingTypeOfExtensionMethod","8.0.1","10.0.0","6.226 μs","6.236 μs","0.16061676839061997","≈","-","-",,""
"GetTypeVsTypeof","UsingGetType","8.0.1","10.0.0","18.817 μs","18.898 μs","0.4304618164425785","≈","-","-",,""
"GetTypeVsTypeof2","UsingTypeof","8.0.7","10.0.0","292.8 μs","313.1 μs","6.933060109289617","✗","-","-",,""
"GetTypeVsTypeof2","UsingThisDotGetType","8.0.7","10.0.0","276.0 μs","312.8 μs","13.333333333333334","✗","-","-",,""
"GetTypeVsTypeof2","UsingCachedType","8.0.7","10.0.0","275.3 μs","312.2 μs","13.40355975299673","✗","-","-",,""
