"BenchmarkName","Method","BaselineVersion","NewVersion","BaselineTime","NewTime","TimeChangePercent","TimeIndicator","BaselineMemory","NewMemory","MemoryChangePercent","MemoryIndicator"
"DateTimeNowVsDateTimeUtcNow","DateTimeUtcNowToString","8.0.1","10.0.0","21.455 ms","15.524 ms","-27.643905849452345","✓",,,,""
"DedupeDelimitedString","DedupeWithRemoveDuplicateFunction","8.0.3","10.0.0","998.9 ns","509.7 ns","-48.97387125838422","✓","1.52 KB","1.52 KB",,""
"DedupeDelimitedString","DedupeWithLinqDistinct","8.0.3","10.0.0","788.9 ns","371.4 ns","-52.921789833946","✓","1.08 KB","1.08 KB",,""
"DedupeDelimitedString","DedupeWithRemoveDuplicateFunction","8.0.3","10.0.0","95,458.9 ns","44,196.9 ns","-53.70059784891718","✓","157.11 KB","157.11 KB",,""
"DedupeDelimitedString","DedupeWithLinqDistinct","8.0.3","10.0.0","70,087.0 ns","30,123.2 ns","-57.02027480131836","✓","110.45 KB","110.45 KB",,""
"DeepCopy","CloneWithBinaryFormatter","7.0.20","10.0.0","173.95 μs","NA",,"","125.12 KB","NA",,""
"DeepCopy","CloneWithJson","7.0.20","10.0.0","46.91 μs","25.53 μs","-45.57663611170326","✓","31.35 KB","30.98 KB","-1.1802232854864465","≈"
"DeepCopy","CloneWithBinaryFormatter","7.0.20","10.0.0","398,654.49 μs","NA",,"","107309.68 KB","NA",,""
"DeepCopy","CloneWithJson","7.0.20","10.0.0","89,837.06 μs","57,855.95 μs","-35.599016708694606","✓","36723.49 KB","30126.46 KB","-17.96406060535096","✓"
"DelimitedStringToTokens","TokenizeWithStringSplit","10.0.0","10.0.0","6.934 μs","3.913 μs","-43.567926160946065","✓","14.06 KB","14.06 KB",,""
"DelimitedStringToTokens","TokenizeWithSubstring","10.0.0","10.0.0","4.704 μs","1.805 μs","-61.62840136054422","✓","10.16 KB","10.16 KB",,""
"DelimitedStringToTokens","TokenizeWithRangeOperator","10.0.0","10.0.0","4.780 μs","1.819 μs","-61.945606694560674","✓","10.16 KB","10.16 KB",,""
"DelimitedStringToTokens","TokenizeWithRegexMatchDotResult","10.0.0","10.0.0","119.545 μs","46.732 μs","-60.90844451880045","✓","76.56 KB","76.56 KB",,""
"DelimitedStringToTokens","TokenizeWithRegexGroupsDotValue","10.0.0","10.0.0","40.231 μs","15.797 μs","-60.734259650518254","✓","59.38 KB","59.38 KB",,""
"DelimitedStringToTokens","TokenizeWithCommunityToolkitTokenize","10.0.0","10.0.0","6.735 μs","2.594 μs","-61.484780994803266","✓","10.16 KB","10.16 KB",,""
"DelimitedStringToTokens","TokenizeWithSpanSlicing","10.0.0","10.0.0","5.779 μs","2.121 μs","-63.29814846859318","✓","10.16 KB","10.16 KB",,""
"DerSnofArrayAdd","DerSnofSumArrayManaged","8.0.11","8.0.11","628.4 μs","628.4 μs",,"",,,,""
"DerSnofArrayAdd","DerSnofSumArrayUnsafe","8.0.11","8.0.11","322.5 μs","322.5 μs",,"",,,,""
"DerSnofArrayAdd","ArraySumLinq","8.0.11","8.0.11","179.9 μs","179.9 μs",,"",,,,""
"DictionarVsLinqFirstOrDefault","FindMatchesUsingDictionary","8.0.1","10.0.0","53.06 ns","28.92 ns","-45.495665284583495","✓","-","-",,""
"DictionarVsLinqFirstOrDefault","FindMatchesUsingFirstOrDeault","8.0.1","10.0.0","431.31 ns","150.07 ns","-65.20600032459252","✓","1280 B","880 B","-31.25","✓"
"DictionarVsLinqFirstOrDefault","FindMatchesUsingFirstOrDeaultNoLambda","8.0.1","10.0.0","389.14 ns","103.81 ns","-73.32322557434343","✓","1040 B","640 B","-38.46153846153847","✓"
"DictionarVsLinqFirstOrDefault","FindMatchesUsingDictionary","8.0.1","10.0.0","583.44 ns","294.55 ns","-49.514945838475256","✓","-","-",,""
"DictionarVsLinqFirstOrDefault","FindMatchesUsingFirstOrDeault","8.0.1","10.0.0","18,582.46 ns","3,534.57 ns","-80.97899847490591","✓","12800 B","8800 B","-31.25","✓"
"DictionarVsLinqFirstOrDefault","FindMatchesUsingFirstOrDeaultNoLambda","8.0.1","10.0.0","18,724.08 ns","2,717.21 ns","-85.48815215487224","✓","10400 B","6400 B","-38.46153846153847","✓"
"DictionarVsLinqFirstOrDefault","FindMatchesUsingDictionary","8.0.1","10.0.0","53,904.20 ns","32,121.29 ns","-40.410413288760424","✓","-","-",,""
"DictionarVsLinqFirstOrDefault","FindMatchesUsingFirstOrDeault","8.0.1","10.0.0","154,123,071.74 ns","25,391,346.88 ns","-83.52527847171754","✓","1280016 B","880000 B","-31.25085936425795","✓"
"DictionarVsLinqFirstOrDefault","FindMatchesUsingFirstOrDeaultNoLambda","8.0.1","10.0.0","158,874,769.64 ns","20,718,823.32 ns","-86.95902227462075","✓","1040100 B","640000 B","-38.467455052398805","✓"
"DictionaryAdd","CopyDictWithForEachLoop","8.0.13","10.0.0","5.253 μs","3,155.3 ns","-39.93337140681515","✓","10.01 KB","9.93 KB","-0.7992007992007999","≈"
"DictionaryAdd","CopyDictPresetCapacity","8.0.13","10.0.0","3.084 μs","2,571.1 ns","-16.630998702983142","✓","3.11 KB","3.03 KB","-2.572347266881031","≈"
"DictionaryAdd","CopyDictWithConstructor","8.0.13","10.0.0","1.371 μs","825.2 ns","-39.81035740335521","✓","3.05 KB","3.05 KB",,""
"DictionaryAdd","CopyDictWithToDictionaryLambdas","8.0.13","10.0.0","3.153 μs","2,645.0 ns","-16.111639708214398","✓","3.11 KB","3.11 KB",,""
"DictionaryAdd","CopyDictWithToDictionary","8.0.13","10.0.0","1.414 μs","831.9 ns","-41.16690240452617","✓","3.05 KB","3.05 KB",,""
"DictionaryAnyVsCount","CheckDictionaryEmptyUsingCount","8.0.1","10.0.0","2.162 μs","2.162 μs",,"","-","-",,""
"DictionaryAnyVsCount","CheckDictionaryEmptyUsingAny","8.0.1","10.0.0","5.144 μs","3.944 μs","-23.32814930015552","✓","-","-",,""
"DictionaryCombineBenchmark","OriginalLinqApproach","9.0.7","9.0.7","17.020 μs","17.020 μs",,"","12.95 KB","12.95 KB",,""
"DictionaryCombineBenchmark","LoopWithoutPresize","9.0.7","9.0.7","7.553 μs","7.553 μs",,"","21.79 KB","21.79 KB",,""
"DictionaryCombineBenchmark","LoopsWithPresize","9.0.7","9.0.7","4.497 μs","4.497 μs",,"","6.66 KB","6.66 KB",,""
"DictionaryIterateSortedKeys","IterateSortedKeysWithLINQOrderBy","8.0.13","10.0.0","1.988 μs","1.121 μs","-43.61167002012073","✓","544 B","512 B","-5.88235294117647","✓"
"DictionaryIterateSortedKeys","IterateSortedKeysWithNewListAndSort","8.0.13","10.0.0","1.924 μs","1.459 μs","-24.16839916839917","✓","136 B","136 B",,""
"DictionaryIterateSortedKeys","IterateSortedKeysWithOrder","8.0.13","10.0.0","2.041 μs","1.295 μs","-36.550710436060754","✓","440 B","408 B","-7.2727272727272725","✓"
"DictionaryIterateSortedKeys","IterateSortedKeysOriginal","8.0.13","10.0.0","2.879 μs","1.640 μs","-43.03577631121917","✓","1784 B","1200 B","-32.73542600896861","✓"
"DictionaryIterateSortedKeys","IterateSortedKeysWithLINQOrderBy","8.0.13","10.0.0","754.671 μs","471.657 μs","-37.501639787404045","✓","20344 B","20312 B","-0.15729453401494298","≈"
"DictionaryIterateSortedKeys","IterateSortedKeysWithNewListAndSort","8.0.13","10.0.0","702.819 μs","532.136 μs","-24.285484598452804","✓","8056 B","8056 B",,""
"DictionaryIterateSortedKeys","IterateSortedKeysWithOrder","8.0.13","10.0.0","666.847 μs","506.930 μs","-23.981063122425383","✓","12320 B","12288 B","-0.2597402597402597","≈"
"DictionaryIterateSortedKeys","IterateSortedKeysOriginal","8.0.13","10.0.0","734.572 μs","536.806 μs","-26.92261616288124","✓","138648 B","67416 B","-51.37614678899083","✓"
"DictionaryLookups","LookupUsingDictionary","8.0.14","10.0.0","3.179 ms","1,394.9 μs","-56.1214218307644","✓","3 B","-",,""
"DictionaryLookups","LookupUsingSortedList","8.0.14","10.0.0","7.387 ms","5,042.3 μs","-31.740896168945444","✓","6 B","-",,""
"DictionaryLookups","LookupUsingSortedDictionary","8.0.14","10.0.0","13.152 ms","5,089.5 μs","-61.30246350364964","✓","12 B","-",,""
"DictionaryLookups","LookupUsingConcurrentDictionary","8.0.14","10.0.0","128.955 ms","122,166.8 μs","-5.264006824085932","✓","184 B","-",,""
"DictionaryLookups","LookupUsingOrderedDictionary","8.0.14","10.0.0","1.935 ms","1,436.6 μs","-25.757105943152453","✓","1 B","-",,""
"DictionaryLookups","LookupUsingHashtable","8.0.14","10.0.0","7.084 ms","4,132.1 μs","-41.66996047430829","✓","12000006 B","12000000 B","-4.9999975000012496E-05","≈"
"DictionaryLookups","LookupUsingFrozenDictionary","8.0.14","10.0.0","2.359 ms","769.3 μs","-67.3887240356083","✓","3 B","-",,""
"DictionaryLookups","LookupUsingImmutableDictionary","8.0.14","10.0.0","5.620 ms","3,370.3 μs","-40.030249110320284","✓","6 B","-",,""
"DictionaryLookups","LookupUsingDictionarySlim","8.0.14","10.0.0","1.093 ms","1,032.2 μs","-5.562671546203111","✓","1 B","-",,""
"DictionaryLookupsCaseComparison","DictonaryLookupUsingOrdinal","8.0.1","10.0.0","23.39 μs","21.71 μs","-7.182556648140231","✓","-","-",,""
"DictionaryLookupsCaseComparison","DictonaryLookupUsingOrdinalIgnoreCase","8.0.1","10.0.0","27.64 μs","33.18 μs","20.04341534008683","✗","-","-",,""
"DictionaryLookupsCaseComparison","DictonaryLookupUsingInvariantCulture","8.0.1","10.0.0","490.02 μs","454.58 μs","-7.232357862944369","✓","-","-",,""
"DictionaryLookupsCaseComparison","DictonaryLookupUsingInvariantCultureIgnoreCase","8.0.1","10.0.0","476.17 μs","457.19 μs","-3.9859713967700614","≈","-","-",,""
"DictionaryLookupsCaseComparison","DictonaryLookupUsingOrdinal","8.0.1","10.0.0","231,241.29 μs","216,388.49 μs","-6.423074356660092","✓","-","-",,""
"DictionaryLookupsCaseComparison","DictonaryLookupUsingOrdinalIgnoreCase","8.0.1","10.0.0","271,880.61 μs","306,643.15 μs","12.78595777757009","✗","-","-",,""
"DictionaryLookupsCaseComparison","DictonaryLookupUsingInvariantCulture","8.0.1","10.0.0","4,719,349.08 μs","4,638,360.63 μs","-1.716093652474633","≈","-","-",,""
"DictionaryLookupsCaseComparison","DictonaryLookupUsingInvariantCultureIgnoreCase","8.0.1","10.0.0","4,356,685.95 μs","4,591,253.15 μs","5.384074103390446","✗","-","-",,""
"DictionaryLookupsSimple","LookupUsingDictionaryInt","8.0.15","10.0.0","6.124 ns","2.960 ns","-51.665578053559756","✓","-","-",,""
"DictionaryLookupsSimple","LookupUsingFrozenDictionaryInt","8.0.15","10.0.0","4.600 ns","1.291 ns","-71.93478260869564","✓","-","-",,""
"DictionaryLookupsSimple","LookupUsingConcurrentDictionaryInt","8.0.15","10.0.0","6.125 ns","2.043 ns","-66.64489795918367","✓","-","-",,""
"DictionaryLookupsSimple","LookupUsingLockedDictionaryInt","8.0.15","10.0.0","20.807 ns","9.585 ns","-53.93377228817224","✓","-","-",,""
"DictionaryLookupsSimple","LookupUsingReaderWriterLockInt","8.0.15","10.0.0","31.468 ns","16.637 ns","-47.13041820261853","✓","-","-",,""
"DictionaryLookupsSimple","LookupUsingReaderWriterLockSlimInt","8.0.15","10.0.0","38.458 ns","20.169 ns","-47.555775131312075","✓","-","-",,""
"DictionaryLookupsSimple","LookupUsingDictionaryString","8.0.15","10.0.0","13.115 ns","5.000 ns","-61.87571483034693","✓","-","-",,""
"DictionaryLookupsSimple","LookupUsingFrozenDictionaryString","8.0.15","10.0.0","8.694 ns","6.687 ns","-23.084886128364392","✓","-","-",,""
"DictionaryLookupsSimple","LookupUsingConcurrentDictionaryString","8.0.15","10.0.0","15.192 ns","5.472 ns","-63.98104265402843","✓","-","-",,""
"DictionaryLookupsSimple","LookupUsingLockedDictionaryString","8.0.15","10.0.0","30.382 ns","11.493 ns","-62.17168060035549","✓","-","-",,""
"DictionaryLookupsSimple","LookupUsingReaderWriterLockString","8.0.15","10.0.0","38.048 ns","18.659 ns","-50.95931455004206","✓","-","-",,""
"DictionaryLookupsSimple","LookupUsingReaderWriterLockSlimString","8.0.15","10.0.0","50.968 ns","16.394 ns","-67.83471982420343","✓","-","-",,""
"DictionaryRemoval","RegularDictionary","9.0.8","9.0.8","5.223 μs","5.223 μs",,"","-","-",,""
"DictionaryRemoval","ConcurrentDictionary","9.0.8","9.0.8","15.240 μs","15.240 μs",,"","-","-",,""
"DictionaryRemoval","ImmutableDictionaryRemove","9.0.8","9.0.8","312.873 μs","312.873 μs",,"","45600 B","45600 B",,""
"DictionaryRemoval","ImmutableDictionaryRemoveRange","9.0.8","9.0.8","199.011 μs","199.011 μs",,"","7704 B","7704 B",,""
"DictionaryRemoval","RegularDictionaryWithContainsKey","9.0.8","9.0.8","5.635 μs","5.635 μs",,"","-","-",,""
"DictionaryRemoval","RegularDictionaryBulkRemove","9.0.8","9.0.8","19.879 μs","19.879 μs",,"","112 B","112 B",,""
"DictionaryRemoval","RegularDictionary","9.0.8","9.0.8","641.130 μs","641.130 μs",,"","-","-",,""
"DictionaryRemoval","ConcurrentDictionary","9.0.8","9.0.8","1,362.702 μs","1,362.702 μs",,"","-","-",,""
"DictionaryRemoval","ImmutableDictionaryRemove","9.0.8","9.0.8","19,142.582 μs","19,142.582 μs",,"","8783616 B","8783616 B",,""
"DictionaryRemoval","ImmutableDictionaryRemoveRange","9.0.8","9.0.8","11,188.071 μs","11,188.071 μs",,"","759896 B","759896 B",,""
"DictionaryRemoval","RegularDictionaryWithContainsKey","9.0.8","9.0.8","1,068.387 μs","1,068.387 μs",,"","-","-",,""
"DictionaryRemoval","RegularDictionaryBulkRemove","9.0.8","9.0.8","1,247.137 μs","1,247.137 μs",,"","112 B","112 B",,""
"DictionaryTryGetValueVsGetOrAdd","FindMatchesUsingGetOrAddCacheHit","8.0.11","10.0.0","127.66 ns","63.23 ns","-50.46999843333856","✓","-","-",,""
"DictionaryTryGetValueVsGetOrAdd","FindMatchesUsingGetOrAddCacheMiss","8.0.11","10.0.0","258.16 ns","215.78 ns","-16.4161760148745","✓","288 B","288 B",,""
"DictionaryTryGetValueVsGetOrAdd","FindMatchesUsingGetOrAddCacheMixOfHitsAndMisses","8.0.11","10.0.0","129.86 ns","57.13 ns","-56.00646850454336","✓","-","-",,""
"DictionaryTryGetValueVsGetOrAdd","FindMatchesUsingTryGetValueThenGetOrAddCacheHit","8.0.11","10.0.0","94.88 ns","56.21 ns","-40.75674536256324","✓","-","-",,""
"DictionaryTryGetValueVsGetOrAdd","FindMatchesUsingTryGetValueThenGetOrAddCacheMiss","8.0.11","10.0.0","248.90 ns","210.09 ns","-15.592607472880676","✓","288 B","288 B",,""
"DictionaryTryGetValueVsGetOrAdd","FindMatchesUsingTryGetValueThenGetOrAddMixOfHitsAndMisses","8.0.11","10.0.0","91.62 ns","54.93 ns","-40.045841519318934","✓","-","-",,""
"DictionaryTryGetValueVsGetOrAdd","FindMatchesUsingTryGetValueThenTryAddCacheHit","8.0.11","10.0.0","95.41 ns","57.34 ns","-39.90147783251231","✓","-","-",,""
"DictionaryTryGetValueVsGetOrAdd","FindMatchesUsingTryGetValueThenTryAddCacheMiss","8.0.11","10.0.0","228.75 ns","210.29 ns","-8.06994535519126","✓","288 B","288 B",,""
"DictionaryTryGetValueVsGetOrAdd","FindMatchesUsingTryGetValueThenTryAddMixOfHitsAndMisses","8.0.11","10.0.0","91.44 ns","55.59 ns","-39.20603674540682","✓","-","-",,""
"DictionaryTryGetValueVsGetOrAdd","FindMatchesUsingGetOrAddCacheHit","8.0.11","10.0.0","1,544.56 ns","611.17 ns","-60.430802299684046","✓","-","-",,""
"DictionaryTryGetValueVsGetOrAdd","FindMatchesUsingGetOrAddCacheMiss","8.0.11","10.0.0","3,094.47 ns","2,640.54 ns","-14.669070955607902","✓","3168 B","3168 B",,""
"DictionaryTryGetValueVsGetOrAdd","FindMatchesUsingGetOrAddCacheMixOfHitsAndMisses","8.0.11","10.0.0","1,515.54 ns","599.27 ns","-60.45831848713989","✓","-","-",,""
"DictionaryTryGetValueVsGetOrAdd","FindMatchesUsingTryGetValueThenGetOrAddCacheHit","8.0.11","10.0.0","1,173.07 ns","587.73 ns","-49.898130546344206","✓","-","-",,""
"DictionaryTryGetValueVsGetOrAdd","FindMatchesUsingTryGetValueThenGetOrAddCacheMiss","8.0.11","10.0.0","2,695.77 ns","2,615.37 ns","-2.9824502832214947","≈","3168 B","3168 B",,""
"DictionaryTryGetValueVsGetOrAdd","FindMatchesUsingTryGetValueThenGetOrAddMixOfHitsAndMisses","8.0.11","10.0.0","1,151.96 ns","589.78 ns","-48.80204173756034","✓","-","-",,""
"DictionaryTryGetValueVsGetOrAdd","FindMatchesUsingTryGetValueThenTryAddCacheHit","8.0.11","10.0.0","1,164.20 ns","579.51 ns","-50.222470365916514","✓","-","-",,""
"DictionaryTryGetValueVsGetOrAdd","FindMatchesUsingTryGetValueThenTryAddCacheMiss","8.0.11","10.0.0","2,744.97 ns","2,628.22 ns","-4.253234097276109","≈","3168 B","3168 B",,""
"DictionaryTryGetValueVsGetOrAdd","FindMatchesUsingTryGetValueThenTryAddMixOfHitsAndMisses","8.0.11","10.0.0","1,139.14 ns","575.30 ns","-49.49698895658129","✓","-","-",,""
"DictionaryTryGetValueVsGetOrAdd","FindMatchesUsingGetOrAddCacheHit","8.0.11","10.0.0","384,359.25 ns","264,136.47 ns","-31.278752885484096","✓","310400 B","310400 B",,""
"DictionaryTryGetValueVsGetOrAdd","FindMatchesUsingGetOrAddCacheMiss","8.0.11","10.0.0","624,853.42 ns","487,264.93 ns","-22.01932254767847","✓","319968 B","319968 B",,""
"DictionaryTryGetValueVsGetOrAdd","FindMatchesUsingGetOrAddCacheMixOfHitsAndMisses","8.0.11","10.0.0","441,500.12 ns","281,802.03 ns","-36.17169798277744","✓","310400 B","310400 B",,""
"DictionaryTryGetValueVsGetOrAdd","FindMatchesUsingTryGetValueThenGetOrAddCacheHit","8.0.11","10.0.0","335,258.79 ns","261,695.43 ns","-21.942261379634516","✓","310400 B","310400 B",,""
"DictionaryTryGetValueVsGetOrAdd","FindMatchesUsingTryGetValueThenGetOrAddCacheMiss","8.0.11","10.0.0","567,471.29 ns","492,667.17 ns","-13.182009613208812","✓","319968 B","319968 B",,""
"DictionaryTryGetValueVsGetOrAdd","FindMatchesUsingTryGetValueThenGetOrAddMixOfHitsAndMisses","8.0.11","10.0.0","404,647.57 ns","270,816.90 ns","-33.073390259083965","✓","310400 B","310400 B",,""
"DictionaryTryGetValueVsGetOrAdd","FindMatchesUsingTryGetValueThenTryAddCacheHit","8.0.11","10.0.0","342,898.16 ns","260,930.99 ns","-23.904231507104033","✓","310400 B","310400 B",,""
"DictionaryTryGetValueVsGetOrAdd","FindMatchesUsingTryGetValueThenTryAddCacheMiss","8.0.11","10.0.0","556,262.47 ns","491,057.69 ns","-11.721944858153018","✓","319968 B","319968 B",,""
"DictionaryTryGetValueVsGetOrAdd","FindMatchesUsingTryGetValueThenTryAddMixOfHitsAndMisses","8.0.11","10.0.0","406,080.08 ns","276,826.18 ns","-31.82965783497679","✓","310400 B","310400 B",,""
"DictionaryUpdates","IncrementUsingDictionary","8.0.1","10.0.0","296.5 ns","167.6 ns","-43.47386172006746","✓","-","-",,""
"DictionaryUpdates","IncrementUsingConcurrentDictionary","8.0.1","10.0.0","549.3 ns","382.9 ns","-30.2931003094848","✓","-","-",,""
"DictionaryUpdates","IncrementUsingDictionary","8.0.1","10.0.0","524,790.1 ns","424,811.1 ns","-19.05123591317748","✓","310400 B","310400 B",,""
"DictionaryUpdates","IncrementUsingConcurrentDictionary","8.0.1","10.0.0","796,425.9 ns","560,082.1 ns","-29.675554248047437","✓","310400 B","310400 B",,""
"DictionaryVsFrozenDictionary","LookupUsingDictionaryInt","8.0.15","10.0.0","5.274 ns","3.059 ns","-41.998483124762984","✓","-","-",,""
"DictionaryVsFrozenDictionary","LookupUsingFrozenDictionaryInt","8.0.15","10.0.0","3.552 ns","1.186 ns","-66.61036036036036","✓","-","-",,""
"DictionaryVsFrozenDictionary","LookupUsingDictionaryString","8.0.15","10.0.0","11.374 ns","5.075 ns","-55.38069280815896","✓","-","-",,""
"DictionaryVsFrozenDictionary","LookupUsingFrozenDictionaryString","8.0.15","10.0.0","8.608 ns","6.602 ns","-23.30390334572491","✓","-","-",,""
"DictionaryVsFrozenDictionaryPopulation","CreateDictionary","9.0.8","9.0.8","39.09 μs","39.09 μs",,"","99.82 KB","99.82 KB",,""
"DictionaryVsFrozenDictionaryPopulation","CreateDictionaryWithCapacity","9.0.8","9.0.8","19.90 μs","19.90 μs",,"","30.29 KB","30.29 KB",,""
"DictionaryVsFrozenDictionaryPopulation","CreateDictionaryFromEnumerable","9.0.8","9.0.8","22.36 μs","22.36 μs",,"","30.29 KB","30.29 KB",,""
"DictionaryVsFrozenDictionaryPopulation","CreateFrozenDictionary","9.0.8","9.0.8","187.42 μs","187.42 μs",,"","188.35 KB","188.35 KB",,""
"DictionaryVsFrozenDictionaryPopulation","CreateFrozenDictionaryFromEnumerable","9.0.8","9.0.8","160.27 μs","160.27 μs",,"","118.82 KB","118.82 KB",,""
"DictionaryVsFrozenDictionaryPopulation","CreateFrozenDictionaryFromDictionary","9.0.8","9.0.8","239.10 μs","239.10 μs",,"","118.82 KB","118.82 KB",,""
"DictionaryVsFrozenDictionaryPopulation","CreateDictionary","9.0.8","9.0.8","8,993.76 μs","8,993.76 μs",,"","8254.46 KB","8254.46 KB",,""
"DictionaryVsFrozenDictionaryPopulation","CreateDictionaryWithCapacity","9.0.8","9.0.8","8,237.40 μs","8,237.40 μs",,"","2970.6 KB","2970.6 KB",,""
"DictionaryVsFrozenDictionaryPopulation","CreateDictionaryFromEnumerable","9.0.8","9.0.8","8,293.77 μs","8,293.77 μs",,"","2970.6 KB","2970.6 KB",,""
"DictionaryVsFrozenDictionaryPopulation","CreateFrozenDictionary","9.0.8","9.0.8","37,552.05 μs","37,552.05 μs",,"","16921.6 KB","16921.6 KB",,""
"DictionaryVsFrozenDictionaryPopulation","CreateFrozenDictionaryFromEnumerable","9.0.8","9.0.8","35,837.83 μs","35,837.83 μs",,"","11643.64 KB","11643.64 KB",,""
"DictionaryVsFrozenDictionaryPopulation","CreateFrozenDictionaryFromDictionary","9.0.8","9.0.8","35,320.27 μs","35,320.27 μs",,"","11643.73 KB","11643.73 KB",,""
"DictionaryVsMemoryCache","LookupUsingDictionary","8.0.11","10.0.0","10.48 ns","5.008 ns","-52.213740458015266","✓","-","-",,""
"DictionaryVsMemoryCache","LookupUsingMemoryCache","8.0.11","10.0.0","121.46 ns","105.002 ns","-13.550139963774082","✓","32 B","32 B",,""
"DictionaryVsMemoryCache","LookupUsingConcurrentDictionary","8.0.11","10.0.0","12.37 ns","5.191 ns","-58.03556992724332","✓","-","-",,""
"DictionaryVsSortedListLookup","LookupUsingDictionary","8.0.1","10.0.0","19.51 μs","18.84 μs","-3.4341363403382883","≈","-","-",,""
"DictionaryVsSortedListLookup","LookupUsingSortedList","8.0.1","10.0.0","21.05 μs","21.09 μs","0.19002375296912113","≈","-","-",,""
"DictionaryVsSortedListLookup","LookupUsingDictionary","8.0.1","10.0.0","19,492.58 μs","18,836.25 μs","-3.367076087413775","≈","-","-",,""
"DictionaryVsSortedListLookup","LookupUsingSortedList","8.0.1","10.0.0","20,975.93 μs","21,086.86 μs","0.5288442514825326","≈","-","-",,""
"DictionaryVsSortedListLookup","LookupUsingDictionary","8.0.1","10.0.0","195,124.52 μs","188,728.77 μs","-3.2777787230431112","≈","-","-",,""
"DictionaryVsSortedListLookup","LookupUsingSortedList","8.0.1","10.0.0","210,361.81 μs","211,059.09 μs","0.331467009149617","≈","-","-",,""
"DistinctToList","ToListThenDistinct","8.0.1","10.0.0","181.8 ns","150.9 ns","-16.996699669967","✓","600 B","600 B",,""
"DistinctToList","DistinctThenToList","8.0.1","10.0.0","194.2 ns","149.3 ns","-23.120494335736343","✓","592 B","592 B",,""
"DistinctToList","DistinctOnly","8.0.1","10.0.0","147.5 ns","120.6 ns","-18.237288135593225","✓","496 B","496 B",,""
"DistinctToList","ToListThenDistinct","8.0.1","10.0.0","21,045,932.3 ns","21,955,956.2 ns","4.3239894865574495","≈","32793801 B","32792980 B","-0.002503521930867361","≈"
"DistinctToList","DistinctThenToList","8.0.1","10.0.0","24,188,788.9 ns","19,687,772.4 ns","-18.607862173703126","✓","30789607 B","30789569 B","-0.00012341826902824708","≈"
"DistinctToList","DistinctOnly","8.0.1","10.0.0","19,449,190.4 ns","16,587,068.8 ns","-14.715890693321597","✓","26789442 B","26789478 B","0.000134381298423461","≈"
"DistinctVsSkipping","IterateListAfterCallingDistinct","8.0.1","10.0.0","849.04 ns","597.87 ns","-29.58282295298219","✓","664 B","664 B",,""
"DistinctVsSkipping","IterateListSkippingDuplicates","8.0.1","10.0.0","82.25 ns","68.00 ns","-17.325227963525837","✓","-","-",,""
"DistinctVsSkipping","IterateListAfterCallingDistinct","8.0.1","10.0.0","102,653,195.37 ns","72,711,847.96 ns","-29.167477253952345","✓","43111295 B","43111209 B","-0.0001994836851920129","≈"
"DistinctVsSkipping","IterateListSkippingDuplicates","8.0.1","10.0.0","16,591,849.55 ns","15,479,604.79 ns","-6.703561026443864","✓","-","-",,""
"Division","DivideUsingFloat","9.0.0","10.0.0","63.68 ns","59.97 ns","-5.826005025125629","✓","-","-",,""
"Division","DivideUsingDouble","9.0.0","10.0.0","65.35 ns","59.92 ns","-8.309104820198918","✓","-","-",,""
"Division","DivideUsingDecimal","9.0.0","10.0.0","3,261.76 ns","2,535.18 ns","-22.275703914451103","✓","-","-",,""
"Division","DivideUsingInt","9.0.0","10.0.0","74.47 ns","78.87 ns","5.908419497784351","✗","-","-",,""
"Division","DivideUsingFloat","9.0.0","10.0.0","108,600.71 ns","93,277.20 ns","-14.109953793119775","✓","-","-",,""
"Division","DivideUsingDouble","9.0.0","10.0.0","109,048.10 ns","93,263.76 ns","-14.474658430545794","✓","-","-",,""
"Division","DivideUsingDecimal","9.0.0","10.0.0","616,152.68 ns","1,062,376.68 ns","72.42101097409814","✗","-","-",,""
"Division","DivideUsingInt","9.0.0","10.0.0","80,536.91 ns","93,292.90 ns","15.838688124488499","✗","-","-",,""
"EnumerableVsListIteration","EnumerateUsingEnumerableAndForEach","8.0.1","10.0.0","1.272 μs","1.269 μs","-0.2358490566037736","≈","40 B","40 B",,""
"EnumerableVsListIteration","EnumerateUsingToListAndForEach","8.0.1","10.0.0","3.144 μs","3.030 μs","-3.6259541984732824","≈","8464 B","8424 B","-0.4725897920604915","≈"
"EnumerableVsListIteration","EnumerateUsingEnumerableAndForEach","8.0.1","10.0.0","126.757 μs","125.223 μs","-1.2101895753291732","≈","40 B","40 B",,""
"EnumerableVsListIteration","EnumerateUsingToListAndForEach","8.0.1","10.0.0","648.414 μs","707.614 μs","9.129969433109093","✗","1049112 B","1049072 B","-0.0038127483052333784","≈"
"EnumerateCollection","EnumerateArray","8.0.15","10.0.0","245.9 ns","40.50 ns","-83.529890199268","✓","32 B","-",,""
"EnumerateCollection","EnumerateArrayAsEnumerable","8.0.15","10.0.0","258.5 ns","42.00 ns","-83.752417794971","✓","32 B","-",,""
"EnumerateCollection","EnumerateList","8.0.15","10.0.0","350.7 ns","149.08 ns","-57.49073282007413","✓","40 B","-",,""
"EnumerateCollection","EnumerateReadOnlyCollection","8.0.15","10.0.0","190.6 ns","108.57 ns","-43.03777544596013","✓","32 B","32 B",,""
